ConfigID	k_StrategiesPerAgent	K_StrategySpace	l_Lambda	m_Memory	n_Agents	p_Crowded	s_Seed	ABMAT_Max_t	ABMAT_SeqMC_BCc	ABMAT_SeqMC_Pv	ABMAT_SeqMC_seed	ABMAT_Window
89.0	0.0	0.6	0.5	12.0	4010.0	0.8	501668826.0	1000.0	20.0	0.05	90394437.0	300.0
90.0	0.0	0.8	0.5	12.0	4010.0	0.8	38383984.0	1000.0	20.0	0.05	2121117680.0	300.0
91.0	0.0	0.0	0.5	12.0	6010.0	0.8	918635810.0	1000.0	20.0	0.05	825335190.0	300.0
92.0	0.0	0.2	0.5	12.0	6010.0	0.8	1459531426.0	1000.0	20.0	0.05	468696656.0	300.0
93.0	0.0	0.4	0.5	12.0	6010.0	0.8	2040026108.0	1000.0	20.0	0.05	1688663060.0	300.0
94.0	0.0	0.6	0.5	12.0	6010.0	0.8	192008666.0	1000.0	20.0	0.05	896747888.0	300.0
95.0	0.0	0.8	0.5	12.0	6010.0	0.8	1887892189.0	1000.0	20.0	0.05	2028796569.0	300.0
96.0	0.0	0.0	0.5	12.0	8010.0	0.8	1003737103.0	1000.0	20.0	0.05	1317290928.0	300.0
97.0	0.0	0.2	0.5	12.0	8010.0	0.8	358702669.0	1000.0	20.0	0.05	2128518416.0	300.0
98.0	0.0	0.4	0.5	12.0	8010.0	0.8	497511191.0	1000.0	20.0	0.05	2024501069.0	300.0
99.0	0.0	0.6	0.5	12.0	8010.0	0.8	1395105555.0	1000.0	20.0	0.05	1305104829.0	300.0
100.0	0.0	0.8	0.5	12.0	8010.0	0.8	1100990194.0	1000.0	20.0	0.05	495359649.0	300.0
101.0	0.0	0.0	0.5	8.0	10.0	0.2	379091063.0	1000.0	20.0	0.05	473490529.0	300.0
102.0	0.0	0.2	0.5	8.0	10.0	0.2	400373120.0	1000.0	20.0	0.05	1674144909.0	300.0
103.0	0.0	0.4	0.5	8.0	10.0	0.2	751888269.0	1000.0	20.0	0.05	124216203.0	300.0
104.0	0.0	0.6	0.5	8.0	10.0	0.2	2081132051.0	1000.0	20.0	0.05	1897915736.0	300.0
105.0	0.0	0.8	0.5	8.0	10.0	0.2	1992332857.0	1000.0	20.0	0.05	2136548279.0	300.0
106.0	0.0	0.0	0.5	8.0	2010.0	0.2	373437205.0	1000.0	20.0	0.05	850923256.0	300.0
107.0	0.0	0.2	0.5	8.0	2010.0	0.2	1628304727.0	1000.0	20.0	0.05	1494692896.0	300.0
108.0	0.0	0.4	0.5	8.0	2010.0	0.2	330488943.0	1000.0	20.0	0.05	1751988295.0	300.0
109.0	0.0	0.6	0.5	8.0	2010.0	0.2	481982459.0	1000.0	20.0	0.05	480644669.0	300.0
110.0	0.0	0.8	0.5	8.0	2010.0	0.2	1153143792.0	1000.0	20.0	0.05	1273328814.0	300.0
111.0	0.0	0.0	0.5	8.0	4010.0	0.2	1245725646.0	1000.0	20.0	0.05	196466488.0	300.0
112.0	0.0	0.2	0.5	8.0	4010.0	0.2	1884332854.0	1000.0	20.0	0.05	570371749.0	300.0
113.0	0.0	0.4	0.5	8.0	4010.0	0.2	278131176.0	1000.0	20.0	0.05	1908571968.0	300.0
114.0	0.0	0.6	0.5	8.0	4010.0	0.2	2052245965.0	1000.0	20.0	0.05	1851404960.0	300.0
115.0	0.0	0.8	0.5	8.0	4010.0	0.2	1738422533.0	1000.0	20.0	0.05	1407121439.0	300.0
116.0	0.0	0.0	0.5	8.0	6010.0	0.2	1182957196.0	1000.0	20.0	0.05	186802645.0	300.0
117.0	0.0	0.2	0.5	8.0	6010.0	0.2	877146596.0	1000.0	20.0	0.05	800342496.0	300.0
118.0	0.0	0.4	0.5	8.0	6010.0	0.2	557817004.0	1000.0	20.0	0.05	1553532864.0	300.0
119.0	0.0	0.6	0.5	8.0	6010.0	0.2	1064885033.0	1000.0	20.0	0.05	174045424.0	300.0
120.0	0.0	0.8	0.5	8.0	6010.0	0.2	472839826.0	1000.0	20.0	0.05	1467287022.0	300.0
121.0	0.0	0.0	0.5	8.0	8010.0	0.2	163489777.0	1000.0	20.0	0.05	1827952928.0	300.0
122.0	0.0	0.2	0.5	8.0	8010.0	0.2	1063319070.0	1000.0	20.0	0.05	1032051816.0	300.0
123.0	0.0	0.4	0.5	8.0	8010.0	0.2	1272186030.0	1000.0	20.0	0.05	1770988888.0	300.0
124.0	0.0	0.6	0.5	8.0	8010.0	0.2	746914587.0	1000.0	20.0	0.05	1456028600.0	300.0
125.0	0.0	0.8	0.5	8.0	8010.0	0.2	1214900142.0	1000.0	20.0	0.05	573438844.0	300.0
126.0	0.0	0.0	0.5	8.0	10.0	0.4	1886843528.0	1000.0	20.0	0.05	1712459341.0	300.0
127.0	0.0	0.2	0.5	8.0	10.0	0.4	1414014548.0	1000.0	20.0	0.05	1826610354.0	300.0
128.0	0.0	0.4	0.5	8.0	10.0	0.4	1862500114.0	1000.0	20.0	0.05	1521197909.0	300.0
129.0	0.0	0.6	0.5	8.0	10.0	0.4	1797472435.0	1000.0	20.0	0.05	1497808558.0	300.0
130.0	0.0	0.8	0.5	8.0	10.0	0.4	1460591185.0	1000.0	20.0	0.05	1328457819.0	300.0
131.0	0.0	0.0	0.5	8.0	2010.0	0.4	1616446675.0	1000.0	20.0	0.05	340601871.0	300.0
132.0	0.0	0.2	0.5	8.0	2010.0	0.4	1891655551.0	1000.0	20.0	0.05	1872269719.0	300.0
133.0	0.0	0.4	0.5	8.0	2010.0	0.4	62808063.0	1000.0	20.0	0.05	1773427967.0	300.0
134.0	0.0	0.6	0.5	8.0	2010.0	0.4	276745934.0	1000.0	20.0	0.05	719662260.0	300.0
135.0	0.0	0.8	0.5	8.0	2010.0	0.4	1596671822.0	1000.0	20.0	0.05	345229249.0	300.0
136.0	0.0	0.0	0.5	8.0	4010.0	0.4	1756570808.0	1000.0	20.0	0.05	1786994539.0	300.0
137.0	0.0	0.2	0.5	8.0	4010.0	0.4	1089778660.0	1000.0	20.0	0.05	13713556.0	300.0
138.0	0.0	0.4	0.5	8.0	4010.0	0.4	616409698.0	1000.0	20.0	0.05	1324840469.0	300.0
139.0	0.0	0.6	0.5	8.0	4010.0	0.4	2107081272.0	1000.0	20.0	0.05	1356809218.0	300.0
140.0	0.0	0.8	0.5	8.0	4010.0	0.4	557923943.0	1000.0	20.0	0.05	1361516880.0	300.0
141.0	0.0	0.0	0.5	8.0	6010.0	0.4	1159609773.0	1000.0	20.0	0.05	1674705233.0	300.0
142.0	0.0	0.2	0.5	8.0	6010.0	0.4	229739173.0	1000.0	20.0	0.05	1634294976.0	300.0
143.0	0.0	0.4	0.5	8.0	6010.0	0.4	1162361127.0	1000.0	20.0	0.05	2068009581.0	300.0
144.0	0.0	0.6	0.5	8.0	6010.0	0.4	734164887.0	1000.0	20.0	0.05	1358545171.0	300.0
145.0	0.0	0.8	0.5	8.0	6010.0	0.4	2001515115.0	1000.0	20.0	0.05	220137965.0	300.0
146.0	0.0	0.0	0.5	8.0	8010.0	0.4	2012682850.0	1000.0	20.0	0.05	1477223340.0	300.0
147.0	0.0	0.2	0.5	8.0	8010.0	0.4	145678976.0	1000.0	20.0	0.05	646314339.0	300.0
148.0	0.0	0.4	0.5	8.0	8010.0	0.4	1520787980.0	1000.0	20.0	0.05	144634316.0	300.0
149.0	0.0	0.6	0.5	8.0	8010.0	0.4	1250201543.0	1000.0	20.0	0.05	742778209.0	300.0
150.0	0.0	0.8	0.5	8.0	8010.0	0.4	1333405921.0	1000.0	20.0	0.05	98230271.0	300.0
151.0	0.0	0.0	0.5	8.0	10.0	0.6	1871611039.0	1000.0	20.0	0.05	2090551642.0	300.0
152.0	0.0	0.2	0.5	8.0	10.0	0.6	2080649350.0	1000.0	20.0	0.05	1609865050.0	300.0
153.0	0.0	0.4	0.5	8.0	10.0	0.6	279358074.0	1000.0	20.0	0.05	1628357814.0	300.0
154.0	0.0	0.6	0.5	8.0	10.0	0.6	52800002.0	1000.0	20.0	0.05	47509966.0	300.0
155.0	0.0	0.8	0.5	8.0	10.0	0.6	694947654.0	1000.0	20.0	0.05	1049353261.0	300.0
156.0	0.0	0.0	0.5	8.0	2010.0	0.6	1654437331.0	1000.0	20.0	0.05	1467365648.0	300.0
157.0	0.0	0.2	0.5	8.0	2010.0	0.6	957568771.0	1000.0	20.0	0.05	587608792.0	300.0
158.0	0.0	0.4	0.5	8.0	2010.0	0.6	2141308558.0	1000.0	20.0	0.05	915217378.0	300.0
159.0	0.0	0.6	0.5	8.0	2010.0	0.6	969346254.0	1000.0	20.0	0.05	351379481.0	300.0
160.0	0.0	0.8	0.5	8.0	2010.0	0.6	1706840509.0	1000.0	20.0	0.05	1489671236.0	300.0
161.0	0.0	0.0	0.5	8.0	4010.0	0.6	474099134.0	1000.0	20.0	0.05	176911949.0	300.0
162.0	0.0	0.2	0.5	8.0	4010.0	0.6	1461361123.0	1000.0	20.0	0.05	1405552130.0	300.0
163.0	0.0	0.4	0.5	8.0	4010.0	0.6	586820366.0	1000.0	20.0	0.05	2041963951.0	300.0
164.0	0.0	0.6	0.5	8.0	4010.0	0.6	324394353.0	1000.0	20.0	0.05	928431916.0	300.0
165.0	0.0	0.8	0.5	8.0	4010.0	0.6	2026399758.0	1000.0	20.0	0.05	901357550.0	300.0
166.0	0.0	0.0	0.5	8.0	6010.0	0.6	1371224031.0	1000.0	20.0	0.05	853827468.0	300.0
167.0	0.0	0.2	0.5	8.0	6010.0	0.6	588872664.0	1000.0	20.0	0.05	2113075908.0	300.0
168.0	0.0	0.4	0.5	8.0	6010.0	0.6	879038085.0	1000.0	20.0	0.05	1920063419.0	300.0
169.0	0.0	0.6	0.5	8.0	6010.0	0.6	493823756.0	1000.0	20.0	0.05	457638868.0	300.0
170.0	0.0	0.8	0.5	8.0	6010.0	0.6	66859935.0	1000.0	20.0	0.05	1399443851.0	300.0
171.0	0.0	0.0	0.5	8.0	8010.0	0.6	791404297.0	1000.0	20.0	0.05	1856195207.0	300.0
172.0	0.0	0.2	0.5	8.0	8010.0	0.6	1016210537.0	1000.0	20.0	0.05	2079179554.0	300.0
173.0	0.0	0.4	0.5	8.0	8010.0	0.6	398413012.0	1000.0	20.0	0.05	1865354049.0	300.0
174.0	0.0	0.6	0.5	8.0	8010.0	0.6	1667729042.0	1000.0	20.0	0.05	1655542055.0	300.0
175.0	0.0	0.8	0.5	8.0	8010.0	0.6	1814158168.0	1000.0	20.0	0.05	1634286576.0	300.0
176.0	0.0	0.0	0.5	8.0	10.0	0.8	1344797900.0	1000.0	20.0	0.05	281846229.0	300.0
177.0	0.0	0.2	0.5	8.0	10.0	0.8	69849440.0	1000.0	20.0	0.05	1977505695.0	300.0
178.0	0.0	0.4	0.5	8.0	10.0	0.8	1324246467.0	1000.0	20.0	0.05	1710550807.0	300.0
179.0	0.0	0.6	0.5	8.0	10.0	0.8	1034061376.0	1000.0	20.0	0.05	251917418.0	300.0
180.0	0.0	0.8	0.5	8.0	10.0	0.8	268834442.0	1000.0	20.0	0.05	1472240244.0	300.0
181.0	0.0	0.0	0.5	8.0	2010.0	0.8	924074873.0	1000.0	20.0	0.05	430623572.0	300.0
182.0	0.0	0.2	0.5	8.0	2010.0	0.8	1055691251.0	1000.0	20.0	0.05	137887643.0	300.0
183.0	0.0	0.4	0.5	8.0	2010.0	0.8	1249774069.0	1000.0	20.0	0.05	577658938.0	300.0
184.0	0.0	0.6	0.5	8.0	2010.0	0.8	1712745126.0	1000.0	20.0	0.05	666497232.0	300.0
185.0	0.0	0.8	0.5	8.0	2010.0	0.8	977577826.0	1000.0	20.0	0.05	24954920.0	300.0
186.0	0.0	0.0	0.5	8.0	4010.0	0.8	155578508.0	1000.0	20.0	0.05	842873495.0	300.0
187.0	0.0	0.2	0.5	8.0	4010.0	0.8	1030660800.0	1000.0	20.0	0.05	1288534315.0	300.0
188.0	0.0	0.4	0.5	8.0	4010.0	0.8	626340619.0	1000.0	20.0	0.05	1492462236.0	300.0
189.0	0.0	0.6	0.5	8.0	4010.0	0.8	1847098783.0	1000.0	20.0	0.05	1674717246.0	300.0
190.0	0.0	0.8	0.5	8.0	4010.0	0.8	85080781.0	1000.0	20.0	0.05	1031880812.0	300.0
191.0	0.0	0.0	0.5	8.0	6010.0	0.8	225335843.0	1000.0	20.0	0.05	519787714.0	300.0
192.0	0.0	0.2	0.5	8.0	6010.0	0.8	2118841784.0	1000.0	20.0	0.05	306006849.0	300.0
193.0	0.0	0.4	0.5	8.0	6010.0	0.8	1071354152.0	1000.0	20.0	0.05	1327479331.0	300.0
194.0	0.0	0.6	0.5	8.0	6010.0	0.8	1508532037.0	1000.0	20.0	0.05	1201836396.0	300.0
195.0	0.0	0.8	0.5	8.0	6010.0	0.8	20982736.0	1000.0	20.0	0.05	701070322.0	300.0
196.0	0.0	0.0	0.5	8.0	8010.0	0.8	1111777289.0	1000.0	20.0	0.05	188691871.0	300.0
197.0	0.0	0.2	0.5	8.0	8010.0	0.8	752965602.0	1000.0	20.0	0.05	71303134.0	300.0
198.0	0.0	0.4	0.5	8.0	8010.0	0.8	168746039.0	1000.0	20.0	0.05	852386245.0	300.0
199.0	0.0	0.6	0.5	8.0	8010.0	0.8	285004912.0	1000.0	20.0	0.05	1218784691.0	300.0
200.0	0.0	0.8	0.5	8.0	8010.0	0.8	1480614747.0	1000.0	20.0	0.05	1719246845.0	300.0
201.0	0.0	0.0	0.5	13.0	10.0	0.2	429819377.0	1000.0	20.0	0.05	359666107.0	300.0
202.0	0.0	0.2	0.5	13.0	10.0	0.2	224557728.0	1000.0	20.0	0.05	1366723554.0	300.0
203.0	0.0	0.4	0.5	13.0	10.0	0.2	1517145070.0	1000.0	20.0	0.05	67830730.0	300.0
204.0	0.0	0.6	0.5	13.0	10.0	0.2	2010500489.0	1000.0	20.0	0.05	111607483.0	300.0
205.0	0.0	0.8	0.5	13.0	10.0	0.2	1162425029.0	1000.0	20.0	0.05	1522695871.0	300.0
206.0	0.0	0.0	0.5	13.0	2010.0	0.2	1870391950.0	1000.0	20.0	0.05	1533490010.0	300.0
207.0	0.0	0.2	0.5	13.0	2010.0	0.2	1721697948.0	1000.0	20.0	0.05	728963738.0	300.0
208.0	0.0	0.4	0.5	13.0	2010.0	0.2	1749823607.0	1000.0	20.0	0.05	172045323.0	300.0
209.0	0.0	0.6	0.5	13.0	2010.0	0.2	1921604136.0	1000.0	20.0	0.05	1175945673.0	300.0
210.0	0.0	0.8	0.5	13.0	2010.0	0.2	1755133596.0	1000.0	20.0	0.05	971346120.0	300.0
211.0	0.0	0.0	0.5	13.0	4010.0	0.2	1382072576.0	1000.0	20.0	0.05	1130441107.0	300.0
212.0	0.0	0.2	0.5	13.0	4010.0	0.2	1571076535.0	1000.0	20.0	0.05	175299052.0	300.0
213.0	0.0	0.4	0.5	13.0	4010.0	0.2	129605114.0	1000.0	20.0	0.05	530650155.0	300.0
214.0	0.0	0.6	0.5	13.0	4010.0	0.2	342619592.0	1000.0	20.0	0.05	1872140953.0	300.0
215.0	0.0	0.8	0.5	13.0	4010.0	0.2	470758454.0	1000.0	20.0	0.05	2095654679.0	300.0
216.0	0.0	0.0	0.5	13.0	6010.0	0.2	723478204.0	1000.0	20.0	0.05	391095247.0	300.0
217.0	0.0	0.2	0.5	13.0	6010.0	0.2	1695864630.0	1000.0	20.0	0.05	1414564176.0	300.0
218.0	0.0	0.4	0.5	13.0	6010.0	0.2	1069867155.0	1000.0	20.0	0.05	1192634144.0	300.0
219.0	0.0	0.6	0.5	13.0	6010.0	0.2	1544474058.0	1000.0	20.0	0.05	490602822.0	300.0
220.0	0.0	0.8	0.5	13.0	6010.0	0.2	2139610792.0	1000.0	20.0	0.05	2093352375.0	300.0
221.0	0.0	0.0	0.5	13.0	8010.0	0.2	1396563777.0	1000.0	20.0	0.05	428514151.0	300.0
222.0	0.0	0.2	0.5	13.0	8010.0	0.2	1460779027.0	1000.0	20.0	0.05	155044904.0	300.0
223.0	0.0	0.4	0.5	13.0	8010.0	0.2	65825748.0	1000.0	20.0	0.05	553369790.0	300.0
224.0	0.0	0.6	0.5	13.0	8010.0	0.2	993475235.0	1000.0	20.0	0.05	1864601007.0	300.0
225.0	0.0	0.8	0.5	13.0	8010.0	0.2	1561583686.0	1000.0	20.0	0.05	1594950109.0	300.0
226.0	0.0	0.0	0.5	13.0	10.0	0.4	913739978.0	1000.0	20.0	0.05	742889740.0	300.0
227.0	0.0	0.2	0.5	13.0	10.0	0.4	796799677.0	1000.0	20.0	0.05	2120961287.0	300.0
228.0	0.0	0.4	0.5	13.0	10.0	0.4	86133834.0	1000.0	20.0	0.05	1861935959.0	300.0
229.0	0.0	0.6	0.5	13.0	10.0	0.4	1242695977.0	1000.0	20.0	0.05	941919441.0	300.0
