ConfigID	k_StrategiesPerAgent	K_StrategySpace	l_Lambda	m_Memory	n_Agents	p_Crowded	s_Seed	ABMAT_Max_t	ABMAT_SeqMC_BCc	ABMAT_SeqMC_Pv	ABMAT_SeqMC_seed	ABMAT_Window
695.0	0.0	0.8	0.5	18.0	6010.0	0.8	98029935.0	1000.0	20.0	0.05	300699461.0	300.0
696.0	0.0	0.0	0.5	18.0	8010.0	0.8	594454200.0	1000.0	20.0	0.05	2086350566.0	300.0
697.0	0.0	0.2	0.5	18.0	8010.0	0.8	711562280.0	1000.0	20.0	0.05	1035175290.0	300.0
698.0	0.0	0.4	0.5	18.0	8010.0	0.8	421116632.0	1000.0	20.0	0.05	1311640215.0	300.0
699.0	0.0	0.6	0.5	18.0	8010.0	0.8	602762616.0	1000.0	20.0	0.05	444513178.0	300.0
700.0	0.0	0.8	0.5	18.0	8010.0	0.8	1109331273.0	1000.0	20.0	0.05	11823615.0	300.0
701.0	0.0	0.0	0.5	16.0	10.0	0.2	16458386.0	1000.0	20.0	0.05	470446686.0	300.0
702.0	0.0	0.2	0.5	16.0	10.0	0.2	78858526.0	1000.0	20.0	0.05	231983541.0	300.0
703.0	0.0	0.4	0.5	16.0	10.0	0.2	727697704.0	1000.0	20.0	0.05	1723539622.0	300.0
704.0	0.0	0.6	0.5	16.0	10.0	0.2	1228465107.0	1000.0	20.0	0.05	1100945558.0	300.0
705.0	0.0	0.8	0.5	16.0	10.0	0.2	630262449.0	1000.0	20.0	0.05	2000925876.0	300.0
706.0	0.0	0.0	0.5	16.0	2010.0	0.2	852583309.0	1000.0	20.0	0.05	187030293.0	300.0
707.0	0.0	0.2	0.5	16.0	2010.0	0.2	1325140253.0	1000.0	20.0	0.05	244466089.0	300.0
708.0	0.0	0.4	0.5	16.0	2010.0	0.2	741361054.0	1000.0	20.0	0.05	1089658841.0	300.0
709.0	0.0	0.6	0.5	16.0	2010.0	0.2	1877378576.0	1000.0	20.0	0.05	1059883211.0	300.0
710.0	0.0	0.8	0.5	16.0	2010.0	0.2	1508089216.0	1000.0	20.0	0.05	2132057926.0	300.0
711.0	0.0	0.0	0.5	16.0	4010.0	0.2	282370736.0	1000.0	20.0	0.05	589981459.0	300.0
712.0	0.0	0.2	0.5	16.0	4010.0	0.2	847345670.0	1000.0	20.0	0.05	905869116.0	300.0
713.0	0.0	0.4	0.5	16.0	4010.0	0.2	882661038.0	1000.0	20.0	0.05	1949079786.0	300.0
714.0	0.0	0.6	0.5	16.0	4010.0	0.2	1533373428.0	1000.0	20.0	0.05	1305466507.0	300.0
715.0	0.0	0.8	0.5	16.0	4010.0	0.2	664372853.0	1000.0	20.0	0.05	1769076379.0	300.0
716.0	0.0	0.0	0.5	16.0	6010.0	0.2	2050976830.0	1000.0	20.0	0.05	1763509883.0	300.0
717.0	0.0	0.2	0.5	16.0	6010.0	0.2	3361039.0	1000.0	20.0	0.05	1366661536.0	300.0
718.0	0.0	0.4	0.5	16.0	6010.0	0.2	109812396.0	1000.0	20.0	0.05	553207294.0	300.0
719.0	0.0	0.6	0.5	16.0	6010.0	0.2	127828322.0	1000.0	20.0	0.05	1296640862.0	300.0
720.0	0.0	0.8	0.5	16.0	6010.0	0.2	1474440612.0	1000.0	20.0	0.05	245860331.0	300.0
721.0	0.0	0.0	0.5	16.0	8010.0	0.2	824287725.0	1000.0	20.0	0.05	979760443.0	300.0
722.0	0.0	0.2	0.5	16.0	8010.0	0.2	792535330.0	1000.0	20.0	0.05	259899210.0	300.0
723.0	0.0	0.4	0.5	16.0	8010.0	0.2	899683529.0	1000.0	20.0	0.05	1613142574.0	300.0
724.0	0.0	0.6	0.5	16.0	8010.0	0.2	152487799.0	1000.0	20.0	0.05	172185270.0	300.0
725.0	0.0	0.8	0.5	16.0	8010.0	0.2	761865548.0	1000.0	20.0	0.05	2022340566.0	300.0
726.0	0.0	0.0	0.5	16.0	10.0	0.4	1435748826.0	1000.0	20.0	0.05	1457432634.0	300.0
727.0	0.0	0.2	0.5	16.0	10.0	0.4	777217262.0	1000.0	20.0	0.05	1274876841.0	300.0
728.0	0.0	0.4	0.5	16.0	10.0	0.4	21756553.0	1000.0	20.0	0.05	1366005858.0	300.0
729.0	0.0	0.6	0.5	16.0	10.0	0.4	1961268785.0	1000.0	20.0	0.05	1315491506.0	300.0
730.0	0.0	0.8	0.5	16.0	10.0	0.4	1876253442.0	1000.0	20.0	0.05	1554720298.0	300.0
731.0	0.0	0.0	0.5	16.0	2010.0	0.4	258897229.0	1000.0	20.0	0.05	1938003720.0	300.0
732.0	0.0	0.2	0.5	16.0	2010.0	0.4	142687070.0	1000.0	20.0	0.05	1146686416.0	300.0
733.0	0.0	0.4	0.5	16.0	2010.0	0.4	305237150.0	1000.0	20.0	0.05	25139756.0	300.0
734.0	0.0	0.6	0.5	16.0	2010.0	0.4	906311673.0	1000.0	20.0	0.05	633595096.0	300.0
735.0	0.0	0.8	0.5	16.0	2010.0	0.4	1043678113.0	1000.0	20.0	0.05	1239527318.0	300.0
736.0	0.0	0.0	0.5	16.0	4010.0	0.4	93928943.0	1000.0	20.0	0.05	264147566.0	300.0
737.0	0.0	0.2	0.5	16.0	4010.0	0.4	1199675411.0	1000.0	20.0	0.05	736946280.0	300.0
738.0	0.0	0.4	0.5	16.0	4010.0	0.4	1565888141.0	1000.0	20.0	0.05	1400785649.0	300.0
739.0	0.0	0.6	0.5	16.0	4010.0	0.4	1815921542.0	1000.0	20.0	0.05	1487117021.0	300.0
740.0	0.0	0.8	0.5	16.0	4010.0	0.4	923269959.0	1000.0	20.0	0.05	1445184817.0	300.0
741.0	0.0	0.0	0.5	16.0	6010.0	0.4	591376569.0	1000.0	20.0	0.05	657803230.0	300.0
742.0	0.0	0.2	0.5	16.0	6010.0	0.4	1694332729.0	1000.0	20.0	0.05	958678612.0	300.0
743.0	0.0	0.4	0.5	16.0	6010.0	0.4	1714508726.0	1000.0	20.0	0.05	1766138599.0	300.0
744.0	0.0	0.6	0.5	16.0	6010.0	0.4	1841601097.0	1000.0	20.0	0.05	1968459179.0	300.0
745.0	0.0	0.8	0.5	16.0	6010.0	0.4	925533714.0	1000.0	20.0	0.05	684761279.0	300.0
746.0	0.0	0.0	0.5	16.0	8010.0	0.4	1250262288.0	1000.0	20.0	0.05	797086710.0	300.0
747.0	0.0	0.2	0.5	16.0	8010.0	0.4	1290796944.0	1000.0	20.0	0.05	1515234102.0	300.0
748.0	0.0	0.4	0.5	16.0	8010.0	0.4	1478338520.0	1000.0	20.0	0.05	804346200.0	300.0
749.0	0.0	0.6	0.5	16.0	8010.0	0.4	358329555.0	1000.0	20.0	0.05	924554714.0	300.0
750.0	0.0	0.8	0.5	16.0	8010.0	0.4	306218593.0	1000.0	20.0	0.05	1911468827.0	300.0
751.0	0.0	0.0	0.5	16.0	10.0	0.6	742766191.0	1000.0	20.0	0.05	331699782.0	300.0
752.0	0.0	0.2	0.5	16.0	10.0	0.6	54648649.0	1000.0	20.0	0.05	1386893014.0	300.0
753.0	0.0	0.4	0.5	16.0	10.0	0.6	1367737312.0	1000.0	20.0	0.05	731441878.0	300.0
754.0	0.0	0.6	0.5	16.0	10.0	0.6	154000110.0	1000.0	20.0	0.05	879671354.0	300.0
755.0	0.0	0.8	0.5	16.0	10.0	0.6	668334482.0	1000.0	20.0	0.05	1454105501.0	300.0
756.0	0.0	0.0	0.5	16.0	2010.0	0.6	1300901032.0	1000.0	20.0	0.05	782959070.0	300.0
757.0	0.0	0.2	0.5	16.0	2010.0	0.6	467920698.0	1000.0	20.0	0.05	2121791080.0	300.0
758.0	0.0	0.4	0.5	16.0	2010.0	0.6	974961058.0	1000.0	20.0	0.05	1478057666.0	300.0
759.0	0.0	0.6	0.5	16.0	2010.0	0.6	301835200.0	1000.0	20.0	0.05	1042795940.0	300.0
760.0	0.0	0.8	0.5	16.0	2010.0	0.6	59134657.0	1000.0	20.0	0.05	1085456600.0	300.0
761.0	0.0	0.0	0.5	16.0	4010.0	0.6	2070211617.0	1000.0	20.0	0.05	825077634.0	300.0
762.0	0.0	0.2	0.5	16.0	4010.0	0.6	83743300.0	1000.0	20.0	0.05	66477056.0	300.0
763.0	0.0	0.4	0.5	16.0	4010.0	0.6	833195223.0	1000.0	20.0	0.05	343650935.0	300.0
764.0	0.0	0.6	0.5	16.0	4010.0	0.6	50148246.0	1000.0	20.0	0.05	1623956370.0	300.0
765.0	0.0	0.8	0.5	16.0	4010.0	0.6	984670664.0	1000.0	20.0	0.05	621148419.0	300.0
766.0	0.0	0.0	0.5	16.0	6010.0	0.6	1932913917.0	1000.0	20.0	0.05	249406519.0	300.0
767.0	0.0	0.2	0.5	16.0	6010.0	0.6	2052820053.0	1000.0	20.0	0.05	674238392.0	300.0
768.0	0.0	0.4	0.5	16.0	6010.0	0.6	1907832358.0	1000.0	20.0	0.05	1294809968.0	300.0
769.0	0.0	0.6	0.5	16.0	6010.0	0.6	1775340536.0	1000.0	20.0	0.05	2113152176.0	300.0
770.0	0.0	0.8	0.5	16.0	6010.0	0.6	619345962.0	1000.0	20.0	0.05	2064022738.0	300.0
771.0	0.0	0.0	0.5	16.0	8010.0	0.6	836406001.0	1000.0	20.0	0.05	827880512.0	300.0
772.0	0.0	0.2	0.5	16.0	8010.0	0.6	730975741.0	1000.0	20.0	0.05	1162663984.0	300.0
773.0	0.0	0.4	0.5	16.0	8010.0	0.6	331023960.0	1000.0	20.0	0.05	1189086360.0	300.0
774.0	0.0	0.6	0.5	16.0	8010.0	0.6	1163302227.0	1000.0	20.0	0.05	1636171683.0	300.0
775.0	0.0	0.8	0.5	16.0	8010.0	0.6	1790249661.0	1000.0	20.0	0.05	945840598.0	300.0
776.0	0.0	0.0	0.5	16.0	10.0	0.8	649255710.0	1000.0	20.0	0.05	556917452.0	300.0
777.0	0.0	0.2	0.5	16.0	10.0	0.8	417951507.0	1000.0	20.0	0.05	123797241.0	300.0
778.0	0.0	0.4	0.5	16.0	10.0	0.8	735401435.0	1000.0	20.0	0.05	580352500.0	300.0
779.0	0.0	0.6	0.5	16.0	10.0	0.8	2075365532.0	1000.0	20.0	0.05	1197670585.0	300.0
780.0	0.0	0.8	0.5	16.0	10.0	0.8	745771763.0	1000.0	20.0	0.05	1246544681.0	300.0
781.0	0.0	0.0	0.5	16.0	2010.0	0.8	298922641.0	1000.0	20.0	0.05	953576691.0	300.0
782.0	0.0	0.2	0.5	16.0	2010.0	0.8	1344827965.0	1000.0	20.0	0.05	1049900099.0	300.0
783.0	0.0	0.4	0.5	16.0	2010.0	0.8	862813405.0	1000.0	20.0	0.05	2134273163.0	300.0
784.0	0.0	0.6	0.5	16.0	2010.0	0.8	1890461556.0	1000.0	20.0	0.05	1338754101.0	300.0
785.0	0.0	0.8	0.5	16.0	2010.0	0.8	1222728573.0	1000.0	20.0	0.05	1332858231.0	300.0
786.0	0.0	0.0	0.5	16.0	4010.0	0.8	432314460.0	1000.0	20.0	0.05	848551843.0	300.0
787.0	0.0	0.2	0.5	16.0	4010.0	0.8	84738703.0	1000.0	20.0	0.05	1021227339.0	300.0
788.0	0.0	0.4	0.5	16.0	4010.0	0.8	1166136414.0	1000.0	20.0	0.05	489088835.0	300.0
789.0	0.0	0.6	0.5	16.0	4010.0	0.8	2070236185.0	1000.0	20.0	0.05	1953038905.0	300.0
790.0	0.0	0.8	0.5	16.0	4010.0	0.8	1550790789.0	1000.0	20.0	0.05	1145439063.0	300.0
791.0	0.0	0.0	0.5	16.0	6010.0	0.8	1868244544.0	1000.0	20.0	0.05	280573773.0	300.0
792.0	0.0	0.2	0.5	16.0	6010.0	0.8	1697606856.0	1000.0	20.0	0.05	268050658.0	300.0
793.0	0.0	0.4	0.5	16.0	6010.0	0.8	1705554410.0	1000.0	20.0	0.05	592206344.0	300.0
794.0	0.0	0.6	0.5	16.0	6010.0	0.8	1883537680.0	1000.0	20.0	0.05	2027314959.0	300.0
795.0	0.0	0.8	0.5	16.0	6010.0	0.8	319536912.0	1000.0	20.0	0.05	993588296.0	300.0
796.0	0.0	0.0	0.5	16.0	8010.0	0.8	2106654353.0	1000.0	20.0	0.05	1038109564.0	300.0
797.0	0.0	0.2	0.5	16.0	8010.0	0.8	1854454183.0	1000.0	20.0	0.05	1264291317.0	300.0
798.0	0.0	0.4	0.5	16.0	8010.0	0.8	806014840.0	1000.0	20.0	0.05	613715513.0	300.0
799.0	0.0	0.6	0.5	16.0	8010.0	0.8	436418266.0	1000.0	20.0	0.05	1635949159.0	300.0
800.0	0.0	0.8	0.5	16.0	8010.0	0.8	830089418.0	1000.0	20.0	0.05	1097955695.0	300.0
801.0	0.0	0.0	0.5	13.0	10.0	0.2	1057260918.0	1000.0	20.0	0.05	1239697275.0	300.0
802.0	0.0	0.2	0.5	13.0	10.0	0.2	1858812766.0	1000.0	20.0	0.05	2106121702.0	300.0
803.0	0.0	0.4	0.5	13.0	10.0	0.2	875280423.0	1000.0	20.0	0.05	1777083353.0	300.0
804.0	0.0	0.6	0.5	13.0	10.0	0.2	1641810937.0	1000.0	20.0	0.05	1231644045.0	300.0
805.0	0.0	0.8	0.5	13.0	10.0	0.2	2053095607.0	1000.0	20.0	0.05	430515745.0	300.0
806.0	0.0	0.0	0.5	13.0	2010.0	0.2	234643106.0	1000.0	20.0	0.05	1833869359.0	300.0
807.0	0.0	0.2	0.5	13.0	2010.0	0.2	943067050.0	1000.0	20.0	0.05	1818851764.0	300.0
808.0	0.0	0.4	0.5	13.0	2010.0	0.2	1917896611.0	1000.0	20.0	0.05	134126662.0	300.0
809.0	0.0	0.6	0.5	13.0	2010.0	0.2	1897226131.0	1000.0	20.0	0.05	962757841.0	300.0
810.0	0.0	0.8	0.5	13.0	2010.0	0.2	1096145424.0	1000.0	20.0	0.05	1345597171.0	300.0
811.0	0.0	0.0	0.5	13.0	4010.0	0.2	1989391499.0	1000.0	20.0	0.05	41051501.0	300.0
812.0	0.0	0.2	0.5	13.0	4010.0	0.2	1024013551.0	1000.0	20.0	0.05	1476871840.0	300.0
813.0	0.0	0.4	0.5	13.0	4010.0	0.2	1552001374.0	1000.0	20.0	0.05	1487202072.0	300.0
814.0	0.0	0.6	0.5	13.0	4010.0	0.2	288697243.0	1000.0	20.0	0.05	642947131.0	300.0
815.0	0.0	0.8	0.5	13.0	4010.0	0.2	770335725.0	1000.0	20.0	0.05	1727515749.0	300.0
816.0	0.0	0.0	0.5	13.0	6010.0	0.2	598632268.0	1000.0	20.0	0.05	452485465.0	300.0
817.0	0.0	0.2	0.5	13.0	6010.0	0.2	2056103964.0	1000.0	20.0	0.05	19033761.0	300.0
818.0	0.0	0.4	0.5	13.0	6010.0	0.2	2142803970.0	1000.0	20.0	0.05	1453462672.0	300.0
819.0	0.0	0.6	0.5	13.0	6010.0	0.2	1779124273.0	1000.0	20.0	0.05	632690336.0	300.0
820.0	0.0	0.8	0.5	13.0	6010.0	0.2	30741826.0	1000.0	20.0	0.05	1584562725.0	300.0
821.0	0.0	0.0	0.5	13.0	8010.0	0.2	1791311881.0	1000.0	20.0	0.05	1590160385.0	300.0
822.0	0.0	0.2	0.5	13.0	8010.0	0.2	306768657.0	1000.0	20.0	0.05	1617974142.0	300.0
823.0	0.0	0.4	0.5	13.0	8010.0	0.2	1651249101.0	1000.0	20.0	0.05	1414204989.0	300.0
824.0	0.0	0.6	0.5	13.0	8010.0	0.2	1645221438.0	1000.0	20.0	0.05	1816602459.0	300.0
825.0	0.0	0.8	0.5	13.0	8010.0	0.2	1317704801.0	1000.0	20.0	0.05	190277175.0	300.0
826.0	0.0	0.0	0.5	13.0	10.0	0.4	1047172748.0	1000.0	20.0	0.05	166750677.0	300.0
827.0	0.0	0.2	0.5	13.0	10.0	0.4	875191995.0	1000.0	20.0	0.05	874254529.0	300.0
828.0	0.0	0.4	0.5	13.0	10.0	0.4	141755062.0	1000.0	20.0	0.05	749086393.0	300.0
829.0	0.0	0.6	0.5	13.0	10.0	0.4	238366603.0	1000.0	20.0	0.05	1735671897.0	300.0
830.0	0.0	0.8	0.5	13.0	10.0	0.4	2035144538.0	1000.0	20.0	0.05	155298449.0	300.0
831.0	0.0	0.0	0.5	13.0	2010.0	0.4	2051094289.0	1000.0	20.0	0.05	1122224702.0	300.0
832.0	0.0	0.2	0.5	13.0	2010.0	0.4	643312395.0	1000.0	20.0	0.05	165060051.0	300.0
833.0	0.0	0.4	0.5	13.0	2010.0	0.4	1075082429.0	1000.0	20.0	0.05	1706209139.0	300.0
834.0	0.0	0.6	0.5	13.0	2010.0	0.4	1518456647.0	1000.0	20.0	0.05	107859539.0	300.0
835.0	0.0	0.8	0.5	13.0	2010.0	0.4	156555500.0	1000.0	20.0	0.05	865163787.0	300.0
836.0	0.0	0.0	0.5	13.0	4010.0	0.4	634131508.0	1000.0	20.0	0.05	499041534.0	300.0
837.0	0.0	0.2	0.5	13.0	4010.0	0.4	603452567.0	1000.0	20.0	0.05	1725466052.0	300.0
838.0	0.0	0.4	0.5	13.0	4010.0	0.4	1995502050.0	1000.0	20.0	0.05	869951412.0	300.0
839.0	0.0	0.6	0.5	13.0	4010.0	0.4	1945858560.0	1000.0	20.0	0.05	690406762.0	300.0
840.0	0.0	0.8	0.5	13.0	4010.0	0.4	1023140638.0	1000.0	20.0	0.05	485393577.0	300.0
841.0	0.0	0.0	0.5	13.0	6010.0	0.4	1375411827.0	1000.0	20.0	0.05	2102345936.0	300.0
842.0	0.0	0.2	0.5	13.0	6010.0	0.4	1295991555.0	1000.0	20.0	0.05	768399895.0	300.0
843.0	0.0	0.4	0.5	13.0	6010.0	0.4	1391177372.0	1000.0	20.0	0.05	263970148.0	300.0
844.0	0.0	0.6	0.5	13.0	6010.0	0.4	1908380843.0	1000.0	20.0	0.05	1080364558.0	300.0
845.0	0.0	0.8	0.5	13.0	6010.0	0.4	964971223.0	1000.0	20.0	0.05	1258135053.0	300.0
846.0	0.0	0.0	0.5	13.0	8010.0	0.4	1341713129.0	1000.0	20.0	0.05	154137371.0	300.0
847.0	0.0	0.2	0.5	13.0	8010.0	0.4	1465909320.0	1000.0	20.0	0.05	519544328.0	300.0
848.0	0.0	0.4	0.5	13.0	8010.0	0.4	1533201603.0	1000.0	20.0	0.05	1766380020.0	300.0
849.0	0.0	0.6	0.5	13.0	8010.0	0.4	1726487748.0	1000.0	20.0	0.05	1186486793.0	300.0
850.0	0.0	0.8	0.5	13.0	8010.0	0.4	1117056338.0	1000.0	20.0	0.05	306823791.0	300.0
851.0	0.0	0.0	0.5	13.0	10.0	0.6	1665043179.0	1000.0	20.0	0.05	582847207.0	300.0
852.0	0.0	0.2	0.5	13.0	10.0	0.6	1066645299.0	1000.0	20.0	0.05	610473967.0	300.0
853.0	0.0	0.4	0.5	13.0	10.0	0.6	287394222.0	1000.0	20.0	0.05	1351964859.0	300.0
854.0	0.0	0.6	0.5	13.0	10.0	0.6	116677157.0	1000.0	20.0	0.05	1607703398.0	300.0
855.0	0.0	0.8	0.5	13.0	10.0	0.6	682012450.0	1000.0	20.0	0.05	289252.0	300.0
856.0	0.0	0.0	0.5	13.0	2010.0	0.6	1097641469.0	1000.0	20.0	0.05	100613708.0	300.0
857.0	0.0	0.2	0.5	13.0	2010.0	0.6	593069610.0	1000.0	20.0	0.05	1518220446.0	300.0
858.0	0.0	0.4	0.5	13.0	2010.0	0.6	134624938.0	1000.0	20.0	0.05	1802465687.0	300.0
859.0	0.0	0.6	0.5	13.0	2010.0	0.6	8203222.0	1000.0	20.0	0.05	530050224.0	300.0
860.0	0.0	0.8	0.5	13.0	2010.0	0.6	1591079345.0	1000.0	20.0	0.05	679184975.0	300.0
861.0	0.0	0.0	0.5	13.0	4010.0	0.6	218812238.0	1000.0	20.0	0.05	773596450.0	300.0
862.0	0.0	0.2	0.5	13.0	4010.0	0.6	580665161.0	1000.0	20.0	0.05	1809710029.0	300.0
863.0	0.0	0.4	0.5	13.0	4010.0	0.6	672909530.0	1000.0	20.0	0.05	1694219582.0	300.0
864.0	0.0	0.6	0.5	13.0	4010.0	0.6	1915280846.0	1000.0	20.0	0.05	931615815.0	300.0
865.0	0.0	0.8	0.5	13.0	4010.0	0.6	1954088021.0	1000.0	20.0	0.05	810284351.0	300.0
866.0	0.0	0.0	0.5	13.0	6010.0	0.6	2070342634.0	1000.0	20.0	0.05	191747795.0	300.0
867.0	0.0	0.2	0.5	13.0	6010.0	0.6	1475362640.0	1000.0	20.0	0.05	1060457577.0	300.0
868.0	0.0	0.4	0.5	13.0	6010.0	0.6	832469471.0	1000.0	20.0	0.05	1358738413.0	300.0
869.0	0.0	0.6	0.5	13.0	6010.0	0.6	1511521594.0	1000.0	20.0	0.05	9370051.0	300.0
870.0	0.0	0.8	0.5	13.0	6010.0	0.6	358529029.0	1000.0	20.0	0.05	1531254734.0	300.0
871.0	0.0	0.0	0.5	13.0	8010.0	0.6	1431051779.0	1000.0	20.0	0.05	2074571220.0	300.0
872.0	0.0	0.2	0.5	13.0	8010.0	0.6	1634316210.0	1000.0	20.0	0.05	2041768842.0	300.0
873.0	0.0	0.4	0.5	13.0	8010.0	0.6	1508694239.0	1000.0	20.0	0.05	640062245.0	300.0
874.0	0.0	0.6	0.5	13.0	8010.0	0.6	226269448.0	1000.0	20.0	0.05	1678953962.0	300.0
875.0	0.0	0.8	0.5	13.0	8010.0	0.6	1383299920.0	1000.0	20.0	0.05	103478675.0	300.0
876.0	0.0	0.0	0.5	13.0	10.0	0.8	773202488.0	1000.0	20.0	0.05	2054711957.0	300.0
877.0	0.0	0.2	0.5	13.0	10.0	0.8	1074603278.0	1000.0	20.0	0.05	929278744.0	300.0
878.0	0.0	0.4	0.5	13.0	10.0	0.8	982902418.0	1000.0	20.0	0.05	448572235.0	300.0
879.0	0.0	0.6	0.5	13.0	10.0	0.8	791792621.0	1000.0	20.0	0.05	794167920.0	300.0
880.0	0.0	0.8	0.5	13.0	10.0	0.8	112431551.0	1000.0	20.0	0.05	1648338930.0	300.0
881.0	0.0	0.0	0.5	13.0	2010.0	0.8	894436457.0	1000.0	20.0	0.05	1765617862.0	300.0
882.0	0.0	0.2	0.5	13.0	2010.0	0.8	1826108427.0	1000.0	20.0	0.05	455253767.0	300.0
883.0	0.0	0.4	0.5	13.0	2010.0	0.8	1411655854.0	1000.0	20.0	0.05	1014217452.0	300.0
884.0	0.0	0.6	0.5	13.0	2010.0	0.8	1890122202.0	1000.0	20.0	0.05	463299581.0	300.0
885.0	0.0	0.8	0.5	13.0	2010.0	0.8	1455592764.0	1000.0	20.0	0.05	1305137744.0	300.0
886.0	0.0	0.0	0.5	13.0	4010.0	0.8	634155095.0	1000.0	20.0	0.05	293348208.0	300.0
887.0	0.0	0.2	0.5	13.0	4010.0	0.8	1399385730.0	1000.0	20.0	0.05	1586125963.0	300.0
888.0	0.0	0.4	0.5	13.0	4010.0	0.8	677804560.0	1000.0	20.0	0.05	1384767473.0	300.0
889.0	0.0	0.6	0.5	13.0	4010.0	0.8	848537163.0	1000.0	20.0	0.05	1531600119.0	300.0
890.0	0.0	0.8	0.5	13.0	4010.0	0.8	427811546.0	1000.0	20.0	0.05	1911722161.0	300.0
891.0	0.0	0.0	0.5	13.0	6010.0	0.8	617207409.0	1000.0	20.0	0.05	789814395.0	300.0
892.0	0.0	0.2	0.5	13.0	6010.0	0.8	124751518.0	1000.0	20.0	0.05	239470653.0	300.0
893.0	0.0	0.4	0.5	13.0	6010.0	0.8	1107805001.0	1000.0	20.0	0.05	574650898.0	300.0
894.0	0.0	0.6	0.5	13.0	6010.0	0.8	1794180122.0	1000.0	20.0	0.05	31553813.0	300.0
895.0	0.0	0.8	0.5	13.0	6010.0	0.8	814098271.0	1000.0	20.0	0.05	724444046.0	300.0
896.0	0.0	0.0	0.5	13.0	8010.0	0.8	41505772.0	1000.0	20.0	0.05	267079104.0	300.0
897.0	0.0	0.2	0.5	13.0	8010.0	0.8	888290881.0	1000.0	20.0	0.05	1058418636.0	300.0
898.0	0.0	0.4	0.5	13.0	8010.0	0.8	868205621.0	1000.0	20.0	0.05	1140179982.0	300.0
899.0	0.0	0.6	0.5	13.0	8010.0	0.8	1278035540.0	1000.0	20.0	0.05	21311245.0	300.0
900.0	0.0	0.8	0.5	13.0	8010.0	0.8	996636766.0	1000.0	20.0	0.05	2069098864.0	300.0
901.0	0.0	0.0	0.5	11.0	10.0	0.2	1114613334.0	1000.0	20.0	0.05	1455010940.0	300.0
902.0	0.0	0.2	0.5	11.0	10.0	0.2	669722536.0	1000.0	20.0	0.05	1662133828.0	300.0
903.0	0.0	0.4	0.5	11.0	10.0	0.2	1659836243.0	1000.0	20.0	0.05	1119474738.0	300.0
904.0	0.0	0.6	0.5	11.0	10.0	0.2	2095973725.0	1000.0	20.0	0.05	269617034.0	300.0
905.0	0.0	0.8	0.5	11.0	10.0	0.2	36394834.0	1000.0	20.0	0.05	1653902166.0	300.0
906.0	0.0	0.0	0.5	11.0	2010.0	0.2	1733353317.0	1000.0	20.0	0.05	258143060.0	300.0
907.0	0.0	0.2	0.5	11.0	2010.0	0.2	570334791.0	1000.0	20.0	0.05	37693414.0	300.0
908.0	0.0	0.4	0.5	11.0	2010.0	0.2	629875446.0	1000.0	20.0	0.05	1660309531.0	300.0
909.0	0.0	0.6	0.5	11.0	2010.0	0.2	1112311764.0	1000.0	20.0	0.05	747529595.0	300.0
910.0	0.0	0.8	0.5	11.0	2010.0	0.2	798304057.0	1000.0	20.0	0.05	2906890.0	300.0
911.0	0.0	0.0	0.5	11.0	4010.0	0.2	643816731.0	1000.0	20.0	0.05	1388259576.0	300.0
912.0	0.0	0.2	0.5	11.0	4010.0	0.2	2092066637.0	1000.0	20.0	0.05	1819049274.0	300.0
913.0	0.0	0.4	0.5	11.0	4010.0	0.2	50669802.0	1000.0	20.0	0.05	1929644204.0	300.0
914.0	0.0	0.6	0.5	11.0	4010.0	0.2	1681905785.0	1000.0	20.0	0.05	1675844964.0	300.0
915.0	0.0	0.8	0.5	11.0	4010.0	0.2	983538403.0	1000.0	20.0	0.05	854709859.0	300.0
916.0	0.0	0.0	0.5	11.0	6010.0	0.2	650506575.0	1000.0	20.0	0.05	141078636.0	300.0
917.0	0.0	0.2	0.5	11.0	6010.0	0.2	490131712.0	1000.0	20.0	0.05	529577274.0	300.0
918.0	0.0	0.4	0.5	11.0	6010.0	0.2	1039547592.0	1000.0	20.0	0.05	1605124640.0	300.0
919.0	0.0	0.6	0.5	11.0	6010.0	0.2	1017498859.0	1000.0	20.0	0.05	124220010.0	300.0
920.0	0.0	0.8	0.5	11.0	6010.0	0.2	2056837935.0	1000.0	20.0	0.05	2024485059.0	300.0
921.0	0.0	0.0	0.5	11.0	8010.0	0.2	1686181704.0	1000.0	20.0	0.05	2128860457.0	300.0
922.0	0.0	0.2	0.5	11.0	8010.0	0.2	1169266906.0	1000.0	20.0	0.05	2067529288.0	300.0
923.0	0.0	0.4	0.5	11.0	8010.0	0.2	162360589.0	1000.0	20.0	0.05	785293428.0	300.0
924.0	0.0	0.6	0.5	11.0	8010.0	0.2	484002588.0	1000.0	20.0	0.05	420548347.0	300.0
925.0	0.0	0.8	0.5	11.0	8010.0	0.2	302372031.0	1000.0	20.0	0.05	1336623117.0	300.0
926.0	0.0	0.0	0.5	11.0	10.0	0.4	1677875908.0	1000.0	20.0	0.05	1241886356.0	300.0
927.0	0.0	0.2	0.5	11.0	10.0	0.4	315600016.0	1000.0	20.0	0.05	1741875032.0	300.0
928.0	0.0	0.4	0.5	11.0	10.0	0.4	1365702334.0	1000.0	20.0	0.05	833579507.0	300.0
929.0	0.0	0.6	0.5	11.0	10.0	0.4	1447683786.0	1000.0	20.0	0.05	558141693.0	300.0
